Row ID,Variable Code,Variable,Consumption Category,Value,Variable Unit,Date,Reported Year,Prior Year
19000_2001_SAPCE1-13_annual,SAPCE1-13,Total personal consumption expenditures: Services,Services,40495.6,Millions of current dollars,12/31/2001,2001,2000
19000_2002_SAPCE1-13_annual,SAPCE1-13,Total personal consumption expenditures: Services,Services,41761.4,Millions of current dollars,12/31/2002,2002,2001
19000_2003_SAPCE1-13_annual,SAPCE1-13,Total personal consumption expenditures: Services,Services,44045.9,Millions of current dollars,12/31/2003,2003,2002
19000_2004_SAPCE1-13_annual,SAPCE1-13,Total personal consumption expenditures: Services,Services,46451.9,Millions of current dollars,12/31/2004,2004,2003
19000_2005_SAPCE1-13_annual,SAPCE1-13,Total personal consumption expenditures: Services,Services,49077.2,Millions of current dollars,12/31/2005,2005,2004
19000_2006_SAPCE1-13_annual,SAPCE1-13,Total personal consumption expenditures: Services,Services,51554.6,Millions of current dollars,12/31/2006,2006,2005
19000_2007_SAPCE1-13_annual,SAPCE1-13,Total personal consumption expenditures: Services,Services,53634.1,Millions of current dollars,12/31/2007,2007,2006
19000_2008_SAPCE1-13_annual,SAPCE1-13,Total personal consumption expenditures: Services,Services,56149.7,Millions of current dollars,12/31/2008,2008,2007
19000_2010_SAPCE1-13_annual,SAPCE1-13,Total personal consumption expenditures: Services,Services,58902.8,Millions of current dollars,12/31/2010,2010,2009
19000_2011_SAPCE1-13_annual,SAPCE1-13,Total personal consumption expenditures: Services,Services,61104.8,Millions of current dollars,12/31/2011,2011,2010
19000_2012_SAPCE1-13_annual,SAPCE1-13,Total personal consumption expenditures: Services,Services,62883.6,Millions of current dollars,12/31/2012,2012,2011
19000_2013_SAPCE1-13_annual,SAPCE1-13,Total personal consumption expenditures: Services,Services,64651.4,Millions of current dollars,12/31/2013,2013,2012
19000_2014_SAPCE1-13_annual,SAPCE1-13,Total personal consumption expenditures: Services,Services,67671.1,Millions of current dollars,12/31/2014,2014,2013
19000_2015_SAPCE1-13_annual,SAPCE1-13,Total personal consumption expenditures: Services,Services,69701.5,Millions of current dollars,12/31/2015,2015,2014
19000_2016_SAPCE1-13_annual,SAPCE1-13,Total personal consumption expenditures: Services,Services,72611.5,Millions of current dollars,12/31/2016,2016,2015
19000_2017_SAPCE1-13_annual,SAPCE1-13,Total personal consumption expenditures: Services,Services,75265,Millions of current dollars,12/31/2017,2017,2016
19000_2018_SAPCE1-13_annual,SAPCE1-13,Total personal consumption expenditures: Services,Services,77364.6,Millions of current dollars,12/31/2018,2018,2017
19000_2019_SAPCE1-13_annual,SAPCE1-13,Total personal consumption expenditures: Services,Services,80176.3,Millions of current dollars,12/31/2019,2019,2018
19000_2020_SAPCE1-13_annual,SAPCE1-13,Total personal consumption expenditures: Services,Services,76629.3,Millions of current dollars,12/31/2020,2020,2019
19000_2021_SAPCE1-13_annual,SAPCE1-13,Total personal consumption expenditures: Services,Services,83991.6,Millions of current dollars,12/31/2021,2021,2020
19000_2022_SAPCE1-13_annual,SAPCE1-13,Total personal consumption expenditures: Services,Services,90541.3,Millions of current dollars,12/31/2022,2022,2021
19000_1997_SAPCE1-14_annual,SAPCE1-14,Total personal consumption expenditures: Household consumption expenditures (for services),Household consumption expenditures (for services),30964,Millions of current dollars,12/31/1997,1997,1996
19000_1998_SAPCE1-14_annual,SAPCE1-14,Total personal consumption expenditures: Household consumption expenditures (for services),Household consumption expenditures (for services),32643.6,Millions of current dollars,12/31/1998,1998,1997
19000_1999_SAPCE1-14_annual,SAPCE1-14,Total personal consumption expenditures: Household consumption expenditures (for services),Household consumption expenditures (for services),34211.5,Millions of current dollars,12/31/1999,1999,1998
19000_2020_SAPCE1-4_annual,SAPCE1-4,Total personal consumption expenditures: Motor vehicles and parts,Motor vehicles and parts,7096.9,Millions of current dollars,12/31/2020,2020,2019
19000_2000_SAPCE1-14_annual,SAPCE1-14,Total personal consumption expenditures: Household consumption expenditures (for services),Household consumption expenditures (for services),36373.1,Millions of current dollars,12/31/2000,2000,1999
19000_2001_SAPCE1-14_annual,SAPCE1-14,Total personal consumption expenditures: Household consumption expenditures (for services),Household consumption expenditures (for services),37958.6,Millions of current dollars,12/31/2001,2001,2000
19000_2002_SAPCE1-14_annual,SAPCE1-14,Total personal consumption expenditures: Household consumption expenditures (for services),Household consumption expenditures (for services),39170.4,Millions of current dollars,12/31/2002,2002,2001
19000_2003_SAPCE1-14_annual,SAPCE1-14,Total personal consumption expenditures: Household consumption expenditures (for services),Household consumption expenditures (for services),41270.9,Millions of current dollars,12/31/2003,2003,2002
19000_2004_SAPCE1-14_annual,SAPCE1-14,Total personal consumption expenditures: Household consumption expenditures (for services),Household consumption expenditures (for services),43786.9,Millions of current dollars,12/31/2004,2004,2003
19000_2005_SAPCE1-14_annual,SAPCE1-14,Total personal consumption expenditures: Household consumption expenditures (for services),Household consumption expenditures (for services),46388.2,Millions of current dollars,12/31/2005,2005,2004
19000_2006_SAPCE1-14_annual,SAPCE1-14,Total personal consumption expenditures: Household consumption expenditures (for services),Household consumption expenditures (for services),48700.6,Millions of current dollars,12/31/2006,2006,2005
19000_2007_SAPCE1-14_annual,SAPCE1-14,Total personal consumption expenditures: Household consumption expenditures (for services),Household consumption expenditures (for services),50880.1,Millions of current dollars,12/31/2007,2007,2006
19000_2008_SAPCE1-14_annual,SAPCE1-14,Total personal consumption expenditures: Household consumption expenditures (for services),Household consumption expenditures (for services),52993.3,Millions of current dollars,12/31/2008,2008,2007
19000_2009_SAPCE1-14_annual,SAPCE1-14,Total personal consumption expenditures: Household consumption expenditures (for services),Household consumption expenditures (for services),53886.5,Millions of current dollars,12/31/2009,2009,2008
19000_2010_SAPCE1-14_annual,SAPCE1-14,Total personal consumption expenditures: Household consumption expenditures (for services),Household consumption expenditures (for services),55376.5,Millions of current dollars,12/31/2010,2010,2009
19000_2011_SAPCE1-14_annual,SAPCE1-14,Total personal consumption expenditures: Household consumption expenditures (for services),Household consumption expenditures (for services),57399.4,Millions of current dollars,12/31/2011,2011,2010
19000_2012_SAPCE1-14_annual,SAPCE1-14,Total personal consumption expenditures: Household consumption expenditures (for services),Household consumption expenditures (for services),58957.1,Millions of current dollars,12/31/2012,2012,2011
19000_2013_SAPCE1-14_annual,SAPCE1-14,Total personal consumption expenditures: Household consumption expenditures (for services),Household consumption expenditures (for services),60620.4,Millions of current dollars,12/31/2013,2013,2012
19000_2014_SAPCE1-14_annual,SAPCE1-14,Total personal consumption expenditures: Household consumption expenditures (for services),Household consumption expenditures (for services),63514.8,Millions of current dollars,12/31/2014,2014,2013
19000_2015_SAPCE1-14_annual,SAPCE1-14,Total personal consumption expenditures: Household consumption expenditures (for services),Household consumption expenditures (for services),65388.5,Millions of current dollars,12/31/2015,2015,2014
19000_2016_SAPCE1-14_annual,SAPCE1-14,Total personal consumption expenditures: Household consumption expenditures (for services),Household consumption expenditures (for services),68056.1,Millions of current dollars,12/31/2016,2016,2015
19000_2017_SAPCE1-14_annual,SAPCE1-14,Total personal consumption expenditures: Household consumption expenditures (for services),Household consumption expenditures (for services),70641.3,Millions of current dollars,12/31/2017,2017,2016
19000_2018_SAPCE1-14_annual,SAPCE1-14,Total personal consumption expenditures: Household consumption expenditures (for services),Household consumption expenditures (for services),72738.9,Millions of current dollars,12/31/2018,2018,2017
19000_2019_SAPCE1-14_annual,SAPCE1-14,Total personal consumption expenditures: Household consumption expenditures (for services),Household consumption expenditures (for services),75563,Millions of current dollars,12/31/2019,2019,2018
19000_2020_SAPCE1-14_annual,SAPCE1-14,Total personal consumption expenditures: Household consumption expenditures (for services),Household consumption expenditures (for services),71600.9,Millions of current dollars,12/31/2020,2020,2019
19000_2021_SAPCE1-14_annual,SAPCE1-14,Total personal consumption expenditures: Household consumption expenditures (for services),Household consumption expenditures (for services),79128,Millions of current dollars,12/31/2021,2021,2020
19000_2022_SAPCE1-14_annual,SAPCE1-14,Total personal consumption expenditures: Household consumption expenditures (for services),Household consumption expenditures (for services),85070.7,Millions of current dollars,12/31/2022,2022,2021
19000_1997_SAPCE1-15_annual,SAPCE1-15,Total personal consumption expenditures: Housing and utilities,Housing and utilities,8913.6,Millions of current dollars,12/31/1997,1997,1996
19000_1998_SAPCE1-15_annual,SAPCE1-15,Total personal consumption expenditures: Housing and utilities,Housing and utilities,9313.8,Millions of current dollars,12/31/1998,1998,1997
19000_1999_SAPCE1-15_annual,SAPCE1-15,Total personal consumption expenditures: Housing and utilities,Housing and utilities,9759.4,Millions of current dollars,12/31/1999,1999,1998
19000_2000_SAPCE1-15_annual,SAPCE1-15,Total personal consumption expenditures: Housing and utilities,Housing and utilities,10455,Millions of current dollars,12/31/2000,2000,1999
19000_2001_SAPCE1-15_annual,SAPCE1-15,Total personal consumption expenditures: Housing and utilities,Housing and utilities,11185.4,Millions of current dollars,12/31/2001,2001,2000
19000_2002_SAPCE1-15_annual,SAPCE1-15,Total personal consumption expenditures: Housing and utilities,Housing and utilities,11257.8,Millions of current dollars,12/31/2002,2002,2001
19000_2003_SAPCE1-15_annual,SAPCE1-15,Total personal consumption expenditures: Housing and utilities,Housing and utilities,11858.2,Millions of current dollars,12/31/2003,2003,2002
19000_2004_SAPCE1-15_annual,SAPCE1-15,Total personal consumption expenditures: Housing and utilities,Housing and utilities,12467.9,Millions of current dollars,12/31/2004,2004,2003
19000_2005_SAPCE1-15_annual,SAPCE1-15,Total personal consumption expenditures: Housing and utilities,Housing and utilities,13345.9,Millions of current dollars,12/31/2005,2005,2004
19000_2006_SAPCE1-15_annual,SAPCE1-15,Total personal consumption expenditures: Housing and utilities,Housing and utilities,13973.6,Millions of current dollars,12/31/2006,2006,2005
19000_2007_SAPCE1-15_annual,SAPCE1-15,Total personal consumption expenditures: Housing and utilities,Housing and utilities,14154.5,Millions of current dollars,12/31/2007,2007,2006
19000_2008_SAPCE1-15_annual,SAPCE1-15,Total personal consumption expenditures: Housing and utilities,Housing and utilities,14736.6,Millions of current dollars,12/31/2008,2008,2007
19000_2009_SAPCE1-15_annual,SAPCE1-15,Total personal consumption expenditures: Housing and utilities,Housing and utilities,15282.6,Millions of current dollars,12/31/2009,2009,2008
19000_2010_SAPCE1-15_annual,SAPCE1-15,Total personal consumption expenditures: Housing and utilities,Housing and utilities,15502.4,Millions of current dollars,12/31/2010,2010,2009
19000_2011_SAPCE1-15_annual,SAPCE1-15,Total personal consumption expenditures: Housing and utilities,Housing and utilities,16167.2,Millions of current dollars,12/31/2011,2011,2010
19000_2012_SAPCE1-15_annual,SAPCE1-15,Total personal consumption expenditures: Housing and utilities,Housing and utilities,16582.5,Millions of current dollars,12/31/2012,2012,2011
19000_2013_SAPCE1-15_annual,SAPCE1-15,Total personal consumption expenditures: Housing and utilities,Housing and utilities,17146.7,Millions of current dollars,12/31/2013,2013,2012
19000_2014_SAPCE1-15_annual,SAPCE1-15,Total personal consumption expenditures: Housing and utilities,Housing and utilities,17993,Millions of current dollars,12/31/2014,2014,2013
19000_2015_SAPCE1-15_annual,SAPCE1-15,Total personal consumption expenditures: Housing and utilities,Housing and utilities,17698.2,Millions of current dollars,12/31/2015,2015,2014
19000_2016_SAPCE1-15_annual,SAPCE1-15,Total personal consumption expenditures: Housing and utilities,Housing and utilities,18662.2,Millions of current dollars,12/31/2016,2016,2015
19000_2017_SAPCE1-15_annual,SAPCE1-15,Total personal consumption expenditures: Housing and utilities,Housing and utilities,19451.7,Millions of current dollars,12/31/2017,2017,2016
19000_2018_SAPCE1-15_annual,SAPCE1-15,Total personal consumption expenditures: Housing and utilities,Housing and utilities,19798.9,Millions of current dollars,12/31/2018,2018,2017
19000_2019_SAPCE1-15_annual,SAPCE1-15,Total personal consumption expenditures: Housing and utilities,Housing and utilities,20518.8,Millions of current dollars,12/31/2019,2019,2018
19000_2020_SAPCE1-15_annual,SAPCE1-15,Total personal consumption expenditures: Housing and utilities,Housing and utilities,20304.5,Millions of current dollars,12/31/2020,2020,2019
19000_2021_SAPCE1-15_annual,SAPCE1-15,Total personal consumption expenditures: Housing and utilities,Housing and utilities,21624.2,Millions of current dollars,12/31/2021,2021,2020
19000_2022_SAPCE1-15_annual,SAPCE1-15,Total personal consumption expenditures: Housing and utilities,Housing and utilities,23061.8,Millions of current dollars,12/31/2022,2022,2021
19000_1997_SAPCE1-16_annual,SAPCE1-16,Total personal consumption expenditures: Health care,Health care,7801.6,Millions of current dollars,12/31/1997,1997,1996
19000_1998_SAPCE1-16_annual,SAPCE1-16,Total personal consumption expenditures: Health care,Health care,8316.1,Millions of current dollars,12/31/1998,1998,1997
19000_1999_SAPCE1-16_annual,SAPCE1-16,Total personal consumption expenditures: Health care,Health care,8728.2,Millions of current dollars,12/31/1999,1999,1998
19000_2000_SAPCE1-16_annual,SAPCE1-16,Total personal consumption expenditures: Health care,Health care,9290.7,Millions of current dollars,12/31/2000,2000,1999
19000_2001_SAPCE1-16_annual,SAPCE1-16,Total personal consumption expenditures: Health care,Health care,9986.1,Millions of current dollars,12/31/2001,2001,2000
19000_2002_SAPCE1-16_annual,SAPCE1-16,Total personal consumption expenditures: Health care,Health care,10707.3,Millions of current dollars,12/31/2002,2002,2001
19000_2003_SAPCE1-16_annual,SAPCE1-16,Total personal consumption expenditures: Health care,Health care,11225.1,Millions of current dollars,12/31/2003,2003,2002
19000_2004_SAPCE1-16_annual,SAPCE1-16,Total personal consumption expenditures: Health care,Health care,11916.9,Millions of current dollars,12/31/2004,2004,2003
19000_2005_SAPCE1-16_annual,SAPCE1-16,Total personal consumption expenditures: Health care,Health care,12674.4,Millions of current dollars,12/31/2005,2005,2004
19000_2006_SAPCE1-16_annual,SAPCE1-16,Total personal consumption expenditures: Health care,Health care,13318.7,Millions of current dollars,12/31/2006,2006,2005
19000_2007_SAPCE1-16_annual,SAPCE1-16,Total personal consumption expenditures: Health care,Health care,14038.9,Millions of current dollars,12/31/2007,2007,2006
19000_2008_SAPCE1-16_annual,SAPCE1-16,Total personal consumption expenditures: Health care,Health care,14725.7,Millions of current dollars,12/31/2008,2008,2007
19000_2009_SAPCE1-16_annual,SAPCE1-16,Total personal consumption expenditures: Health care,Health care,15283.4,Millions of current dollars,12/31/2009,2009,2008
19000_2010_SAPCE1-16_annual,SAPCE1-16,Total personal consumption expenditures: Health care,Health care,15901.2,Millions of current dollars,12/31/2010,2010,2009
19000_2011_SAPCE1-16_annual,SAPCE1-16,Total personal consumption expenditures: Health care,Health care,16430.5,Millions of current dollars,12/31/2011,2011,2010
19000_2012_SAPCE1-16_annual,SAPCE1-16,Total personal consumption expenditures: Health care,Health care,16857.5,Millions of current dollars,12/31/2012,2012,2011
19000_2013_SAPCE1-16_annual,SAPCE1-16,Total personal consumption expenditures: Health care,Health care,17299.8,Millions of current dollars,12/31/2013,2013,2012
19000_2014_SAPCE1-16_annual,SAPCE1-16,Total personal consumption expenditures: Health care,Health care,18154.3,Millions of current dollars,12/31/2014,2014,2013
19000_2015_SAPCE1-16_annual,SAPCE1-16,Total personal consumption expenditures: Health care,Health care,19295.2,Millions of current dollars,12/31/2015,2015,2014
19000_2016_SAPCE1-16_annual,SAPCE1-16,Total personal consumption expenditures: Health care,Health care,20153.6,Millions of current dollars,12/31/2016,2016,2015
19000_2017_SAPCE1-16_annual,SAPCE1-16,Total personal consumption expenditures: Health care,Health care,20598.6,Millions of current dollars,12/31/2017,2017,2016
19000_2018_SAPCE1-16_annual,SAPCE1-16,Total personal consumption expenditures: Health care,Health care,21220.2,Millions of current dollars,12/31/2018,2018,2017
19000_2019_SAPCE1-16_annual,SAPCE1-16,Total personal consumption expenditures: Health care,Health care,22333,Millions of current dollars,12/31/2019,2019,2018
19000_2020_SAPCE1-16_annual,SAPCE1-16,Total personal consumption expenditures: Health care,Health care,21392.6,Millions of current dollars,12/31/2020,2020,2019
19000_2021_SAPCE1-16_annual,SAPCE1-16,Total personal consumption expenditures: Health care,Health care,23718.1,Millions of current dollars,12/31/2021,2021,2020
19000_1997_SAPCE1-17_annual,SAPCE1-17,Total personal consumption expenditures: Transportation services,Transportation services,1529.9,Millions of current dollars,12/31/1997,1997,1996
19000_1998_SAPCE1-17_annual,SAPCE1-17,Total personal consumption expenditures: Transportation services,Transportation services,1653.4,Millions of current dollars,12/31/1998,1998,1997
19000_1999_SAPCE1-17_annual,SAPCE1-17,Total personal consumption expenditures: Transportation services,Transportation services,1706.2,Millions of current dollars,12/31/1999,1999,1998
19000_2000_SAPCE1-17_annual,SAPCE1-17,Total personal consumption expenditures: Transportation services,Transportation services,1786.4,Millions of current dollars,12/31/2000,2000,1999
19000_2001_SAPCE1-17_annual,SAPCE1-17,Total personal consumption expenditures: Transportation services,Transportation services,1813.2,Millions of current dollars,12/31/2001,2001,2000
19000_2002_SAPCE1-17_annual,SAPCE1-17,Total personal consumption expenditures: Transportation services,Transportation services,1780.6,Millions of current dollars,12/31/2002,2002,2001
19000_2003_SAPCE1-17_annual,SAPCE1-17,Total personal consumption expenditures: Transportation services,Transportation services,1826.5,Millions of current dollars,12/31/2003,2003,2002
19000_2004_SAPCE1-17_annual,SAPCE1-17,Total personal consumption expenditures: Transportation services,Transportation services,1971.6,Millions of current dollars,12/31/2004,2004,2003
19000_2005_SAPCE1-17_annual,SAPCE1-17,Total personal consumption expenditures: Transportation services,Transportation services,2088.8,Millions of current dollars,12/31/2005,2005,2004
19000_2006_SAPCE1-17_annual,SAPCE1-17,Total personal consumption expenditures: Transportation services,Transportation services,2228.6,Millions of current dollars,12/31/2006,2006,2005
19000_2007_SAPCE1-17_annual,SAPCE1-17,Total personal consumption expenditures: Transportation services,Transportation services,2341.2,Millions of current dollars,12/31/2007,2007,2006
19000_2008_SAPCE1-17_annual,SAPCE1-17,Total personal consumption expenditures: Transportation services,Transportation services,2403.2,Millions of current dollars,12/31/2008,2008,2007
19000_2009_SAPCE1-17_annual,SAPCE1-17,Total personal consumption expenditures: Transportation services,Transportation services,2365.6,Millions of current dollars,12/31/2009,2009,2008
19000_2010_SAPCE1-17_annual,SAPCE1-17,Total personal consumption expenditures: Transportation services,Transportation services,2344.8,Millions of current dollars,12/31/2010,2010,2009
19000_2011_SAPCE1-17_annual,SAPCE1-17,Total personal consumption expenditures: Transportation services,Transportation services,2435.1,Millions of current dollars,12/31/2011,2011,2010
19000_2012_SAPCE1-17_annual,SAPCE1-17,Total personal consumption expenditures: Transportation services,Transportation services,2489.6,Millions of current dollars,12/31/2012,2012,2011
19000_2013_SAPCE1-17_annual,SAPCE1-17,Total personal consumption expenditures: Transportation services,Transportation services,2670.4,Millions of current dollars,12/31/2013,2013,2012
19000_2014_SAPCE1-17_annual,SAPCE1-17,Total personal consumption expenditures: Transportation services,Transportation services,2871.6,Millions of current dollars,12/31/2014,2014,2013
19000_2015_SAPCE1-17_annual,SAPCE1-17,Total personal consumption expenditures: Transportation services,Transportation services,2886.4,Millions of current dollars,12/31/2015,2015,2014
19000_2016_SAPCE1-17_annual,SAPCE1-17,Total personal consumption expenditures: Transportation services,Transportation services,3050.7,Millions of current dollars,12/31/2016,2016,2015
19000_2017_SAPCE1-17_annual,SAPCE1-17,Total personal consumption expenditures: Transportation services,Transportation services,3218.5,Millions of current dollars,12/31/2017,2017,2016
19000_2018_SAPCE1-17_annual,SAPCE1-17,Total personal consumption expenditures: Transportation services,Transportation services,3341,Millions of current dollars,12/31/2018,2018,2017
19000_2019_SAPCE1-17_annual,SAPCE1-17,Total personal consumption expenditures: Transportation services,Transportation services,3508.5,Millions of current dollars,12/31/2019,2019,2018
19000_2020_SAPCE1-17_annual,SAPCE1-17,Total personal consumption expenditures: Transportation services,Transportation services,2943.6,Millions of current dollars,12/31/2020,2020,2019
19000_2021_SAPCE1-17_annual,SAPCE1-17,Total personal consumption expenditures: Transportation services,Transportation services,3673.5,Millions of current dollars,12/31/2021,2021,2020
19000_2022_SAPCE1-17_annual,SAPCE1-17,Total personal consumption expenditures: Transportation services,Transportation services,4420.1,Millions of current dollars,12/31/2022,2022,2021
19000_1997_SAPCE1-18_annual,SAPCE1-18,Total personal consumption expenditures: Recreation services,Recreation services,2129,Millions of current dollars,12/31/1997,1997,1996
19000_1998_SAPCE1-18_annual,SAPCE1-18,Total personal consumption expenditures: Recreation services,Recreation services,2173.7,Millions of current dollars,12/31/1998,1998,1997
19000_1999_SAPCE1-18_annual,SAPCE1-18,Total personal consumption expenditures: Recreation services,Recreation services,2266,Millions of current dollars,12/31/1999,1999,1998
19000_2000_SAPCE1-18_annual,SAPCE1-18,Total personal consumption expenditures: Recreation services,Recreation services,2281.6,Millions of current dollars,12/31/2000,2000,1999
19000_2001_SAPCE1-18_annual,SAPCE1-18,Total personal consumption expenditures: Recreation services,Recreation services,2247.8,Millions of current dollars,12/31/2001,2001,2000
19000_2002_SAPCE1-18_annual,SAPCE1-18,Total personal consumption expenditures: Recreation services,Recreation services,2286.3,Millions of current dollars,12/31/2002,2002,2001
19000_2004_SAPCE1-18_annual,SAPCE1-18,Total personal consumption expenditures: Recreation services,Recreation services,2682.1,Millions of current dollars,12/31/2004,2004,2003
19000_2005_SAPCE1-18_annual,SAPCE1-18,Total personal consumption expenditures: Recreation services,Recreation services,2732.4,Millions of current dollars,12/31/2005,2005,2004
19000_2006_SAPCE1-18_annual,SAPCE1-18,Total personal consumption expenditures: Recreation services,Recreation services,2885.9,Millions of current dollars,12/31/2006,2006,2005
19000_2007_SAPCE1-18_annual,SAPCE1-18,Total personal consumption expenditures: Recreation services,Recreation services,3129.2,Millions of current dollars,12/31/2007,2007,2006
19000_2008_SAPCE1-18_annual,SAPCE1-18,Total personal consumption expenditures: Recreation services,Recreation services,3236.3,Millions of current dollars,12/31/2008,2008,2007
19000_2009_SAPCE1-18_annual,SAPCE1-18,Total personal consumption expenditures: Recreation services,Recreation services,3312.7,Millions of current dollars,12/31/2009,2009,2008
19000_2010_SAPCE1-18_annual,SAPCE1-18,Total personal consumption expenditures: Recreation services,Recreation services,3328.5,Millions of current dollars,12/31/2010,2010,2009
19000_2011_SAPCE1-18_annual,SAPCE1-18,Total personal consumption expenditures: Recreation services,Recreation services,3354.4,Millions of current dollars,12/31/2011,2011,2010
19000_2012_SAPCE1-18_annual,SAPCE1-18,Total personal consumption expenditures: Recreation services,Recreation services,3517.9,Millions of current dollars,12/31/2012,2012,2011
19000_2013_SAPCE1-18_annual,SAPCE1-18,Total personal consumption expenditures: Recreation services,Recreation services,3452.5,Millions of current dollars,12/31/2013,2013,2012
19000_2014_SAPCE1-18_annual,SAPCE1-18,Total personal consumption expenditures: Recreation services,Recreation services,3483.4,Millions of current dollars,12/31/2014,2014,2013
19000_2015_SAPCE1-18_annual,SAPCE1-18,Total personal consumption expenditures: Recreation services,Recreation services,3511,Millions of current dollars,12/31/2015,2015,2014
19000_2016_SAPCE1-18_annual,SAPCE1-18,Total personal consumption expenditures: Recreation services,Recreation services,3558.3,Millions of current dollars,12/31/2016,2016,2015
19000_2017_SAPCE1-18_annual,SAPCE1-18,Total personal consumption expenditures: Recreation services,Recreation services,3577.8,Millions of current dollars,12/31/2017,2017,2016
19000_2018_SAPCE1-18_annual,SAPCE1-18,Total personal consumption expenditures: Recreation services,Recreation services,3698.2,Millions of current dollars,12/31/2018,2018,2017
19000_2019_SAPCE1-18_annual,SAPCE1-18,Total personal consumption expenditures: Recreation services,Recreation services,3826.5,Millions of current dollars,12/31/2019,2019,2018
19000_2020_SAPCE1-18_annual,SAPCE1-18,Total personal consumption expenditures: Recreation services,Recreation services,3031.2,Millions of current dollars,12/31/2020,2020,2019
19000_2021_SAPCE1-18_annual,SAPCE1-18,Total personal consumption expenditures: Recreation services,Recreation services,3696.4,Millions of current dollars,12/31/2021,2021,2020
19000_2022_SAPCE1-18_annual,SAPCE1-18,Total personal consumption expenditures: Recreation services,Recreation services,4197.4,Millions of current dollars,12/31/2022,2022,2021
19000_1997_SAPCE1-19_annual,SAPCE1-19,Total personal consumption expenditures: Food services and accommodations,Food services and accommodations,3100,Millions of current dollars,12/31/1997,1997,1996
19000_1998_SAPCE1-19_annual,SAPCE1-19,Total personal consumption expenditures: Food services and accommodations,Food services and accommodations,3232.4,Millions of current dollars,12/31/1998,1998,1997
19000_1999_SAPCE1-19_annual,SAPCE1-19,Total personal consumption expenditures: Food services and accommodations,Food services and accommodations,3333.2,Millions of current dollars,12/31/1999,1999,1998
19000_2000_SAPCE1-19_annual,SAPCE1-19,Total personal consumption expenditures: Food services and accommodations,Food services and accommodations,3573.8,Millions of current dollars,12/31/2000,2000,1999
19000_2001_SAPCE1-19_annual,SAPCE1-19,Total personal consumption expenditures: Food services and accommodations,Food services and accommodations,3626.9,Millions of current dollars,12/31/2001,2001,2000
19000_2002_SAPCE1-19_annual,SAPCE1-19,Total personal consumption expenditures: Food services and accommodations,Food services and accommodations,3770.8,Millions of current dollars,12/31/2002,2002,2001
19000_2003_SAPCE1-19_annual,SAPCE1-19,Total personal consumption expenditures: Food services and accommodations,Food services and accommodations,3963.4,Millions of current dollars,12/31/2003,2003,2002
19000_2004_SAPCE1-19_annual,SAPCE1-19,Total personal consumption expenditures: Food services and accommodations,Food services and accommodations,4186.9,Millions of current dollars,12/31/2004,2004,2003
19000_2005_SAPCE1-19_annual,SAPCE1-19,Total personal consumption expenditures: Food services and accommodations,Food services and accommodations,4428.4,Millions of current dollars,12/31/2005,2005,2004
19000_2006_SAPCE1-19_annual,SAPCE1-19,Total personal consumption expenditures: Food services and accommodations,Food services and accommodations,4660.3,Millions of current dollars,12/31/2006,2006,2005
19000_2007_SAPCE1-19_annual,SAPCE1-19,Total personal consumption expenditures: Food services and accommodations,Food services and accommodations,4888.2,Millions of current dollars,12/31/2007,2007,2006
19000_2008_SAPCE1-19_annual,SAPCE1-19,Total personal consumption expenditures: Food services and accommodations,Food services and accommodations,5141.1,Millions of current dollars,12/31/2008,2008,2007
19000_2009_SAPCE1-19_annual,SAPCE1-19,Total personal consumption expenditures: Food services and accommodations,Food services and accommodations,5131.2,Millions of current dollars,12/31/2009,2009,2008
19000_2010_SAPCE1-19_annual,SAPCE1-19,Total personal consumption expenditures: Food services and accommodations,Food services and accommodations,5195.9,Millions of current dollars,12/31/2010,2010,2009
19000_2011_SAPCE1-19_annual,SAPCE1-19,Total personal consumption expenditures: Food services and accommodations,Food services and accommodations,5429.3,Millions of current dollars,12/31/2011,2011,2010
19000_2012_SAPCE1-19_annual,SAPCE1-19,Total personal consumption expenditures: Food services and accommodations,Food services and accommodations,5732.6,Millions of current dollars,12/31/2012,2012,2011
19000_2013_SAPCE1-19_annual,SAPCE1-19,Total personal consumption expenditures: Food services and accommodations,Food services and accommodations,5956,Millions of current dollars,12/31/2013,2013,2012
19000_2014_SAPCE1-19_annual,SAPCE1-19,Total personal consumption expenditures: Food services and accommodations,Food services and accommodations,6204.6,Millions of current dollars,12/31/2014,2014,2013
19000_2015_SAPCE1-19_annual,SAPCE1-19,Total personal consumption expenditures: Food services and accommodations,Food services and accommodations,6546.1,Millions of current dollars,12/31/2015,2015,2014
19000_2016_SAPCE1-19_annual,SAPCE1-19,Total personal consumption expenditures: Food services and accommodations,Food services and accommodations,6762.8,Millions of current dollars,12/31/2016,2016,2015
19000_2017_SAPCE1-19_annual,SAPCE1-19,Total personal consumption expenditures: Food services and accommodations,Food services and accommodations,6948.7,Millions of current dollars,12/31/2017,2017,2016
19000_2018_SAPCE1-19_annual,SAPCE1-19,Total personal consumption expenditures: Food services and accommodations,Food services and accommodations,7164.6,Millions of current dollars,12/31/2018,2018,2017
19000_2005_SAPCE1-1_annual,SAPCE1-1,Total personal consumption expenditures,All,78928.6,Millions of current dollars,12/31/2005,2005,2004
19000_2019_SAPCE1-19_annual,SAPCE1-19,Total personal consumption expenditures: Food services and accommodations,Food services and accommodations,7351,Millions of current dollars,12/31/2019,2019,2018
